name_code,kingdom,kingdom_c,phylum,phylum_c,class,class_c,order,order_c,family,family_c,genus,genus_c,name,species,infraspecies_marker,infraspecies,infraspecies2_marker,infraspecies2,author,author2,common_name_c,is_alien,is_invasive,is_cultivated,is_endemic,cites_code,iucn_code,coa_code,時間戳記,電子郵件地址,life_type,life_type_animal,life_type_plant,habitat_types,棲地類型-中文其他,棲地類型-英文其他,reference,description,suggestion,note,introduction_type,introduction_cause,introduction_vector,introduction_date,introduction_people,found_date,introduction_desc,invasiveness,mechanism,outcome,dispersal_mechanisms,eradication_methods,tbd1,tbd2,description.1,summary,tbd3,tbd4,habitat_description,nutrition,reproduction,life_cycle,species_status
381032,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Cypriniformes,鯉形目,Cyprinidae,鯉科,Zacco,,Zacco platypus,platypus,,,,,"(Temminck &amp; Schlegel, 1846)",,平頜鱲;溪哥仔(幼魚及雌魚);青貓(雄);寬鰭鱲;日本溪哥;溪哥仔,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202357,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Ageratum,,Ageratum houstonianum,houstonianum,,,,,Mill.,,紫花藿香薊;熊耳草;墨西哥藍薊;勝紅薊;紫花毛麝香;臭草仔;斷血草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202362,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Ambrosia,,Ambrosia artemisiifolia,artemisiifolia,,,,,L.,,豬草;瘤果菊,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400927,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Ambrosia,,Ambrosia psilostachya,psilostachya,,,,,DC.,,裸穗豬草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202686,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Basellaceae,落葵科,Basella,,Basella alba,alba,,,,,L.,,落葵,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Bidens,,Bidens pilosa radiata,pilosa,var.,radiata,,,L.,"Sch. Bip., 1842-1850",大花咸豐草;大花鬼針草;大花婆婆針;大白花鬼針;同治草;黏人草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201434,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Brachiaria,,Brachiaria mutica,mutica,,,,,(Forssk.) Stapf,,巴拉草,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201441,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Bromus,,Bromus catharticus,catharticus,,,,,Vahl,,大扁雀麥;扁穗雀麥,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204111,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Saxifragales,虎耳草目,Crassulaceae,景天科,Bryophyllum,,Bryophyllum pinnatum,pinnatum,,,,,(Lam.) Oken,,落地生根,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418244,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Commelinales,鴨跖草目,Commelinaceae,鴨跖草科,Callisia,,Callisia repens,repens,,,,,(Jacq.) L.,,舖地錦竹草;翠玲瓏,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204480,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Sapindales,無患子目,Sapindaceae,無患子科,Cardiospermum,,Cardiospermum halicacabum,halicacabum,,,,,L.,,倒地鈴,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438544,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Cenchrus,,Cenchrus purpureus,purpureus,,,,,(Schumach.) Morrone,,象草,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201453,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Chloris,,Chloris barbata,barbata,,,,,Sw.,,孟仁草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202426,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Chromolaena,,Chromolaena odorata,odorata,,,,,(L.) R.M. King &amp; H. Rob.,,香澤蘭;飛機草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202624,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Brassicales,十字花目,Cleomaceae,白花菜科,Cleome,,Cleome rutidosperma,rutidosperma,,,,,DC.,,平伏莖白花菜;成功白花菜,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202439,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Conyza,,Conyza bonariensis,bonariensis,,,,,(L.) Cronquist,,美洲假蓬;野桐蒿,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417676,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Conyza,,Conyza canadensis,canadensis,,,,,(L.) Cronq,,加拿大蓬;小蓬草;小白酒草;小飛蓬;姬昔蓬;小燕草;鐵道車蓬;蛇舌草;竹葉艾;魚膽草;苦蒿;祁州一隻蒿;破布艾;小山艾;臭艾;野茼蒿,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202443,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Conyza,,Conyza sumatrensis,sumatrensis,,,,,(Retz.) E. Walker,,野茼蒿,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202447,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Crassocephalum,,Crassocephalum crepidioides,crepidioides,,,,,(Benth.) S. Moore,,昭和草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203088,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Crotalaria,,Crotalaria pallida,pallida,,,,,"Ait., 1789",,黃野百合;豬屎豆,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILD-3720,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Crotalaria,,Crotalaria trichotoma,trichotoma,,,,,Bojer,,南美豬屎豆;光萼野百合;大野百合,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417834,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Cynodon,,Cynodon plectostachyus,plectostachyus,,,,,(K. Schum.) Pilg.,,星草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435189,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Amaranthaceae,莧科,Dysphania,,Dysphania ambrosioides,ambrosioides,,,,,(L.) Mosyakin &amp; Clemants,,臭杏;土荊芥,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202481,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Gaillardia,,Gaillardia pulchella,pulchella,,,,,Foug.,,天人菊,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202483,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Galinsoga,,Galinsoga quadriradiata,quadriradiata,,,,,Ruiz &amp; Pav.,,粗毛小米菊,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416297,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Helianthus,,Helianthus debilis cucumerifolius,debilis,subsp.,cucumerifolius,,,(Torr. &amp; A. Gray) Heiser,,瓜葉向日葵,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417927,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Apiales,繖形目,Araliaceae,五加科,Hydrocotyle,,Hydrocotyle leucocephala,leucocephala,,,,,Cham. &amp; Schltdl.,,香菇草;白花天胡荽,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417814,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Ericales,杜鵑花目,Balsaminaceae,鳳仙花科,Impatiens,,Impatiens walleriana,walleriana,,,,,Hook. f.,,非洲鳳仙花;玻璃翠;矮鳳仙;指甲花;勿碰我;急性子,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204672,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Solanales,茄目,Convolvulaceae,旋花科,Ipomoea,,Ipomoea aquatica,aquatica,,,,,Forssk.,,甕菜;空心菜;蕹菜,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203567,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Lamiales,唇形目,Verbenaceae,馬鞭草科,Lantana,,Lantana camara,camara,,,,,L.,,馬櫻丹;馬纓丹;五色梅,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202647,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Brassicales,十字花目,Brassicaceae,十字花科,Lepidium,,Lepidium virginicum,virginicum,,,,,L.,,獨行菜;北美獨行菜,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203176,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Leucaena,,Leucaena leucocephala,leucocephala,,,,,(Lam.) de Wit,,銀合歡;灰金合歡;白合歡,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS-565301,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Melinis,,Melinis repens,repens,,,,,"(Willd.) Zizka, 1988",,紅毛草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417599,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Mikania,,Mikania micrantha,micrantha,,,,,Kunth,,小花蔓澤蘭,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418164,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Commelinales,鴨跖草目,Commelinaceae,鴨跖草科,Murdannia,,Murdannia bracteata,bracteata,,,,,(C.B. Clarke) Kuntze ex J.K. Morton,,大苞水竹葉;痰火草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203794,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Myrtales,桃金孃目,Onagraceae,柳葉菜科,Oenothera,,Oenothera glazioviana,glazioviana,,,,,Micheli,,黃花月見草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203795,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Myrtales,桃金孃目,Onagraceae,柳葉菜科,Oenothera,,Oenothera laciniata,laciniata,,,,,Hill,,裂葉月見草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432465,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Opuntia,,Opuntia monacantha,monacantha,,,,,(Willd.) Haw.,,單刺仙人掌;仙人掌;綠仙人掌,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Panicum,,Panicum maximum,maximum,,,,,Jacq.,,大黍,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417631,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Paspalum,,Paspalum notatum,notatum,,,,,Flüggé,,巴西亞雀稗;百喜草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440859,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Malpighiales,黃褥花目,Passifloraceae,西番蓮科,Passiflora,,Passiflora vesicaria,vesicaria,,,,,L.,,毛西番蓮,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kew-259467,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Commelinales,鴨跖草目,Pontederiaceae,雨久花科,Pontederia,,Pontederia crassipes,crassipes,,,,,Mart.,,布袋蓮;浮水蓮花;鳳眼蓮,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418154,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Lamiales,唇形目,Acanthaceae,爵床科,Ruellia,,Ruellia tuberosa,tuberosa,,,,,L.,,塊根蘆莉草;塊莖蘆莉草,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418044,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Solanales,茄目,Solanaceae,茄科,Solanum,,Solanum mauritianum,mauritianum,,,,,Scop.,,野煙樹,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418388,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Syngonium,,Syngonium podophyllum,podophyllum,,,,,Schott,,合果芋,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202577,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Tithonia,,Tithonia diversifolia,diversifolia,,,,,(Hemsl.) A. Gray,,王爺葵,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417630,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Commelinales,鴨跖草目,Commelinaceae,鴨跖草科,Tradescantia,,Tradescantia fluminensis,fluminensis,,,,,Vell.,,紫葉水竹草;巴西水竹草;巴西水竹葉,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202578,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Tridax,,Tridax procumbens,procumbens,,,,,L.,,長柄菊,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
